# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.7856779999274288,3.278076127580827,0.003278895831301253,0,3.0,0.009588041082224195,0.0,0.0,0.0
 0.08934791848381397,1.797652575713906,3.2780768128561997,0.003278895831301253,0.26804375545144193,3.0,0.009588041082224195,0.0,0.17801485234897424,0.0
 0.1262233176890747,1.809576488624513,3.2780788613531695,0.00984326457613522,0.3786699530672241,3.0000000000000013,0.009632542122418679,0.0,0.23283186582694398,0.0
 0.1544280150343162,1.821450016986011,3.278082262078015,0.016410216884112053,0.4632840451029487,3.0000000000000018,0.00967656150785397,0.0,0.27715431045100053,0.0
 0.17812999154405454,1.8332734391251635,3.278087004037012,0.022979321839994397,0.5343899746321638,3.0000000000000013,0.009720077914379326,0.0,0.31566765402553815,0.0
 0.198945615082206,1.8450470333687319,3.2780930762364386,0.029550140889361445,0.5968368452466182,3.0,0.009763068608342907,0.0,0.3503392881321904,0.0
 0.21770482102360206,1.8567710780434785,3.278100467682572,0.036122227744795295,0.6531144630708063,3.0000000000000013,0.009805514699095312,0.0,0.3822258626209852,0.0
 0.23490119954205615,1.868445851476166,3.2781091673816904,0.04269512835796839,0.7047035986261686,2.9999999999999982,0.009847393287993155,0.0,0.41197341074492205,0.0
 0.2508567255559837,1.880071631993556,3.2781191643400707,0.04926838083015545,0.7525701766679513,3.0000000000000053,0.00988868270000188,0.0,0.44001067179639874,0.0
 0.2657953054040889,1.8916486979224114,3.27813044756399,0.05584151538480437,0.797385916212267,3.0,0.00992935982562478,0.0,0.4666388619253805,0.0
 0.2798801565784187,1.9031773275894939,3.2781430060597265,0.06241405430718198,0.8396404697352563,3.0,0.00996940281110529,0.0,0.4920786710936741,0.0
 0.2932346422498442,1.9146577993215659,3.278156828833557,0.06898551186951654,0.8797039267495329,3.0000000000000084,0.010008786511627775,0.0,0.5164970730985774,0.0
 0.30595471907592586,1.9260903914453897,3.2781719048917597,0.07555539431977677,0.9178641572277779,3.0,0.010047489798612806,0.0,0.5400236304578814,0.0
 0.31811678958551515,1.9374753822877273,3.2781882232406114,0.08212319979024992,0.9543503687565458,3.0,0.010085488239562991,0.0,0.5627609424329426,0.0
 0.32978287725360633,1.9488130501753416,3.2782057728863894,0.08868841828085024,0.9893486317608192,2.9999999999999907,0.010122755855012858,0.0,0.5847916079304212,0.0
 0.3410041622972465,1.9601036734349937,3.2782245428353716,0.09525053160456616,1.0230124868917396,2.9999999999999902,0.010159269835008799,0.0,0.6061830323010332,0.0
 0.3518234716114745,1.9713475303934467,3.278244522093835,0.10180901333206768,1.0554704148344236,3.0000000000000053,0.010195003946934782,0.0,0.626990843367364,0.0
 0.3622770779166013,1.9825448993774626,3.278265699668058,0.10836332876554955,1.086831233749804,3.0,0.010229932280415648,0.0,0.647261372831584,0.0
 0.37239602892588675,1.9936960587138037,3.278288064564317,0.11491293488743519,1.1171880867776605,3.0000000000000053,0.010264032216434443,0.0,0.6670335037314471,0.0
 0.3822071484651422,2.004801286729232,3.2783116057888892,0.12145728032923281,1.1466214453954269,3.0000000000000058,0.010297272707912974,0.0,0.6863400674656416,0.0
 0.39173380343004993,2.01586086175051,3.2783363123480536,0.12799580534056948,1.1752014102901502,3.0000000000000173,0.010329631888152576,0.0,0.7052089154462859,0.0
 0.40099650026626105,2.0268750621043994,3.278362173248086,0.13452794173054167,1.2029895007987836,3.0000000000000058,0.010361081373173193,0.0,0.7236637647190229,0.0
 0.41001335514187803,2.0378441661176634,3.278389177495265,0.14105311287575573,1.2300400654256347,3.0000000000000124,0.010391591057068142,0.0,0.7417248533612824,0.0
 0.41880046905872814,2.0487684521170633,3.2784173140958672,0.14757073365720025,1.256401407176185,3.000000000000006,0.010421137264487308,0.0,0.7594094768962336,0.0
 0.4273722304021746,2.059648198429362,3.2784465720561706,0.15408021045510628,1.2821166912065245,3.0000000000000067,0.010449690619642186,0.0,0.7767324134506015,0.0
 0.4357415613920106,2.070483683381321,3.2784769403824523,0.1605809411138085,1.3072246841760324,2.9999999999999933,0.010477223116486776,0.0,0.7937062760814995,0.0
 0.44392012065553865,2.0812751852997033,3.27850840808099,0.16707231493057523,1.3317603619666167,3.0000000000000138,0.010503705024822245,0.0,0.8103417991758024,0.0
 0.4519184711157448,2.0920229825112706,3.2785409641580614,0.17355371263293726,1.3557554133472351,3.0,0.010529110158964992,0.0,0.8266480762580306,0.0
 0.4597462201936034,2.1027273533427855,3.2785745976199427,0.18002450634957964,1.379238660580811,2.999999999999993,0.010553406358265934,0.0,0.8426327671072382,0.0
 0.4674121377125999,2.11338857612101,3.278609297472913,0.18648405964102752,1.4022364131378002,2.9999999999999853,0.010576565006574987,0.0,0.8583022533774495,0.0
 0.4749242556959753,2.124006929172706,3.2786450527232485,0.19293172743379589,1.4247727670879264,2.9999999999999925,0.010598557923044547,0.0,0.8736617946452809,0.0
 0.48228995334670177,2.1345826908246366,3.2786818523772276,0.19936685606214413,1.446869860040106,3.000000000000015,0.010619352951706976,0.0,0.8887156388100586,0.0
 0.4895160298159115,2.145116139403563,3.2787196854411262,0.2057887832275682,1.468548089447735,2.999999999999962,0.010638919385745177,0.0,0.9034671383246413,0.0
 0.4966087668404255,2.1556075532362486,3.2787585409212237,0.21219683804999506,1.4898263005212768,3.0,0.01065722805626455,0.0,0.9179188238762912,0.0
