# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.7713632570122286,3.879295330019232,-0.22253650742227288,0,3.0,-0.6548938673385862,0.0,0.0,0.0
 0.08929080875618542,1.7833224395995442,3.879248880383153,-0.22253650742227288,0.26787242626855623,2.9999999999999996,-0.6548938673385862,0.0,-12.16209670239453,0.0
 0.12606365765397842,1.7952004238722645,3.8791100237827063,-0.6697714517397735,0.3781909729619352,2.999999999999999,-0.6628835346812052,0.0,-16.016814431515222,0.0
 0.15413794999208077,1.8069978645965505,3.8788794986795763,-1.1194321824152687,0.4624138499762423,3.000000000000001,-0.6707833527142625,0.0,-19.193124782836243,0.0
 0.1776883449512588,1.8187154165385635,3.8785580435354463,-1.57143785155185,0.5330650348537763,2.9999999999999987,-0.6785841135267049,0.0,-22.001658872086,0.0
 0.19833526751395802,1.8303537344644643,3.878146396812002,-2.025704398534734,0.5950058025418741,3.0000000000000027,-0.68627649129498,0.0,-24.571163684265557,0.0
 0.21691152129510627,1.841913473140414,3.8776452969709267,-2.4821445708317844,0.6507345638853188,3.0,-0.693851060768498,0.0,-26.969780021245256,0.0
 0.23391289766453988,1.8533952873325736,3.8770554824739056,-2.9406679515738063,0.7017386929936196,2.999999999999997,-0.7012983171135436,0.0,-29.238453260369873,0.0
 0.24966315088522326,1.8647998318071037,3.8763776917826225,-3.401180994205747,0.7489894526556696,2.9999999999999947,-0.7086086963561175,0.0,-31.403797465666123,0.0
 0.26438767808565367,1.8761277613301657,3.8756126633587615,-3.8635870641857557,0.7931630342569609,3.0000000000000018,-0.7157725971876489,0.0,-33.484047748005,0.0
 0.27825097881966576,1.8873797306679205,3.8747611356640075,-4.327786487908369,0.8347529364589972,3.0,-0.7227804032079225,0.0,-35.49216621920655,0.0
 0.2913775408356841,1.8985563945865294,3.873823847160045,-4.793676608867616,0.8741326225070523,3.0,-0.7296225060963896,0.0,-37.437608252462326,0.0
 0.3038643225519704,1.9096584078521526,3.8728015363085575,-5.26115185109595,0.9115929676559109,2.999999999999991,-0.7362893295224863,0.0,-39.327394532573656,0.0
 0.31578862987822826,1.9206864252309517,3.87169494157123,-5.730103789843352,0.9473658896346846,3.0000000000000044,-0.742771353577731,0.0,-41.166796088346956,0.0
 0.32721330909517415,1.9316411014890873,3.870504801409747,-6.2004212295421395,0.9816399272855222,2.9999999999999902,-0.7490591395101882,0.0,-42.959790721895125,0.0
 0.33819029598024725,1.942523091392721,3.8692318542857924,-6.671990288881867,1.0145708879407416,3.00000000000001,-0.7551433550903711,0.0,-44.7093779458424,0.0
 0.3487631159523557,1.953333049708013,3.8678768386610507,-7.144694492968215,1.046289347857067,3.0,-0.7610148000949102,0.0,-46.41780285839605,0.0
 0.3589686911896941,1.964071631201125,3.866440492997206,-7.618414872391517,1.0769060735690823,3.0000000000000164,-0.7666644317888691,0.0,-48.08671946426706,0.0
 0.36883867612401355,1.9747394906382176,3.864923555755943,-8.093030069044678,1.1065160283720408,3.000000000000011,-0.77208339057066,0.0,-49.717312577103996,0.0
 0.3784004636543224,1.9853372827854516,3.8633267653989463,-8.568416448484898,1.1352013909629675,3.0000000000000173,-0.7772630254321513,0.0,-51.310390690170784,0.0
 0.3876779562575572,1.9958656624089888,3.8616508603878996,-9.044448218582046,1.163033868772672,3.0000000000000178,-0.7821949189828239,0.0,-52.86645806077452,0.0
 0.39669216589260137,2.0063252842749892,3.859896579184487,-9.520997554204138,1.1900764976778047,3.0000000000000124,-0.7868709123220573,0.0,-54.385771616171596,0.0
 0.4054616870231944,2.0167168031496145,3.8580646602503936,-9.997934727595762,1.2163850610695837,2.999999999999987,-0.7912831291239412,0.0,-55.86838659729607,0.0
 0.4140030741231511,2.027040873799025,3.856155842047304,-10.475128244173302,1.2420092223694539,3.0000000000000067,-0.7954239991964165,0.0,-57.31419369260975,0.0
 0.42233114625276,2.0372981509893826,3.854170863036902,-10.952444983295731,1.2669934387582804,2.99999999999998,-0.7992862810366771,0.0,-58.72294966575192,0.0
 0.4304592352377211,2.0474892894868475,3.852110461680872,-11.429750343638354,1.2913777057131637,3.0,-0.8028630836479322,0.0,-60.094302937502,0.0
 0.43839938972551,2.0576149440575815,3.849975376440898,-11.906908392798107,1.3151981691765302,2.999999999999979,-0.8061478870511934,0.0,-61.427815182488786,0.0
 0.4461625443545859,2.0676757694677446,3.8477663457786653,-12.383782020586063,1.3384876330637578,2.999999999999993,-0.8091345618513913,0.0,-62.722979770289896,0.0
 0.4537586610694335,2.0776724204834984,3.845484108155857,-12.860233095624212,1.3612759832083008,3.0000000000000147,-0.8118173871694855,0.0,-63.97923764341482,0.0
 0.46119684799688304,2.087605551871004,3.8431294020341586,-13.336122624691646,1.3835905439906493,2.9999999999999925,-0.8141910674619802,0.0,-65.19599111563241,0.0
 0.46848546009647035,2.0974758183964215,3.8407029658752534,-13.81131091438163,1.4054563802894113,3.000000000000015,-0.8162507475949383,0.0,-66.37261592735784,0.0
 0.47563218489307996,2.1072838748259133,3.8382055381408264,-14.285657734445524,1.4268965546792403,3.0000000000000155,-0.8179920263859892,0.0,-67.50847187050944,0.0
 0.4826441159126555,2.1170303759256393,3.835637857292562,-14.75902248243849,1.4479323477379669,3.0,-0.8194109684370772,0.0,-68.60291215940228,0.0
